PollingUnitID,State,LGA,Ward,ElectionYear,RegisteredVoters,PartyAVotes,PartyBVotes,PartyCVotes,TotalVotesCast,Turnout Percentage,AnomalyFlag,MergeKey,LGA.1,State.1,ElectionYear.1,IncidentCount,AvgSeverityScore,AnomalyIndicator
PU341,Lagos,Surulere,Ward AE,2019,600,300,280,15,595,99.17,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU342,Kano,Nassarawa,Ward AE,2019,870,435,405,25,865,99.43,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU343,Rivers,Obio/Akpor,Ward AI,2019,940,470,445,20,935,99.47,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU344,Abuja,AMAC,Ward AD,2019,1230,615,580,30,1225,99.59,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU345,Lagos,Eti-Osa,Ward AE,2019,670,335,305,20,665,99.25,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU346,Kano,Fagge,Ward AC,2019,730,365,340,20,725,99.32,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU347,Rivers,Port Harcourt,Ward AF,2019,1010,505,470,30,1005,99.5,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU348,Abuja,Bwari,Ward AD,2019,1070,535,500,30,1065,99.53,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU349,Lagos,Surulere,Ward AF,2019,610,305,285,15,605,99.18,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU350,Kano,Nassarawa,Ward AF,2019,880,440,410,25,875,99.43,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU351,Rivers,Obio/Akpor,Ward AJ,2019,950,475,450,20,945,99.47,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU352,Abuja,AMAC,Ward AE,2019,1240,620,585,30,1235,99.6,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU353,Lagos,Eti-Osa,Ward AF,2019,680,340,310,20,675,99.26,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU354,Kano,Fagge,Ward AD,2019,740,370,345,20,735,99.32,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU355,Rivers,Port Harcourt,Ward AG,2019,1020,510,475,30,1015,99.51,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU356,Abuja,Bwari,Ward AE,2019,1080,540,505,30,1075,99.54,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU357,Lagos,Surulere,Ward AG,2019,620,310,290,15,615,99.19,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU358,Kano,Nassarawa,Ward AG,2019,890,445,415,25,885,99.44,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU359,Rivers,Obio/Akpor,Ward AK,2019,960,480,455,20,955,99.48,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU360,Abuja,AMAC,Ward AF,2019,1250,625,590,30,1245,99.6,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU361,Lagos,Eti-Osa,Ward AG,2019,690,345,315,20,685,99.28,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU362,Kano,Fagge,Ward AE,2019,750,375,350,20,745,99.33,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU363,Rivers,Port Harcourt,Ward AH,2019,1030,515,480,30,1025,99.51,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU364,Abuja,Bwari,Ward AF,2019,1090,545,510,30,1085,99.54,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU365,Lagos,Surulere,Ward AH,2019,630,315,295,15,625,99.21,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU366,Kano,Nassarawa,Ward AH,2019,900,450,420,25,895,99.44,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU367,Rivers,Obio/Akpor,Ward AL,2019,970,485,460,20,965,99.48,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU368,Abuja,AMAC,Ward AG,2019,1260,630,595,30,1255,99.6,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU369,Lagos,Eti-Osa,Ward AH,2019,700,350,320,20,695,99.29,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU370,Kano,Fagge,Ward AF,2019,760,380,355,20,755,99.34,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU371,Rivers,Port Harcourt,Ward AI,2019,1040,520,485,30,1035,99.52,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU372,Abuja,Bwari,Ward AG,2019,1100,550,515,30,1095,99.55,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU373,Lagos,Surulere,Ward AI,2019,640,320,300,15,635,99.22,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU374,Kano,Nassarawa,Ward AI,2019,910,455,425,25,905,99.45,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU375,Rivers,Obio/Akpor,Ward AM,2019,980,490,465,20,975,99.49,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU376,Abuja,AMAC,Ward AH,2019,1270,635,600,30,1265,99.61,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU377,Lagos,Eti-Osa,Ward AI,2019,710,355,325,20,705,99.3,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU378,Kano,Fagge,Ward AG,2019,770,385,360,20,765,99.35,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU379,Rivers,Port Harcourt,Ward AJ,2019,1050,525,490,30,1045,99.52,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU380,Abuja,Bwari,Ward AH,2019,1110,555,520,30,1105,99.55,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU381,Lagos,Surulere,Ward AJ,2019,650,325,305,15,645,99.23,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU382,Kano,Nassarawa,Ward AJ,2019,920,460,430,25,915,99.46,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU383,Rivers,Obio/Akpor,Ward AN,2019,990,495,470,20,985,99.49,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU384,Abuja,AMAC,Ward AI,2019,1280,640,605,30,1275,99.61,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU385,Lagos,Eti-Osa,Ward AJ,2019,720,360,330,20,715,99.31,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU386,Kano,Fagge,Ward AH,2019,780,390,365,20,775,99.36,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU387,Rivers,Port Harcourt,Ward AK,2019,1060,530,495,30,1055,99.53,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU388,Abuja,Bwari,Ward AI,2019,1120,560,525,30,1115,99.55,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU389,Lagos,Surulere,Word AK,2019,660,330,310,15,655,99.24,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU390,Kano,Nassarawa,Ward AK,2019,930,465,435,25,925,99.46,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU391,Rivers,Obio/Akpor,Ward AO,2019,1000,500,475,20,995,99.5,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU392,Abuja,AMAC,Ward AJ,2019,1290,645,610,30,1285,99.61,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU393,Lagos,Eti-Osa,Ward AK,2019,730,365,335,20,725,99.32,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU394,Kano,Fagge,Ward AI,2019,790,395,370,20,785,99.37,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU395,Rivers,Port Harcourt,Ward AL,2019,1070,535,500,30,1065,99.53,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU396,Abuja,Bwari,Ward AJ,2019,1130,565,530,30,1125,99.56,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU397,Lagos,Surulere,Ward AL,2019,670,335,315,15,665,99.25,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU398,Kano,Nassarawa,Ward AL,2019,940,470,440,25,935,99.47,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU399,Rivers,Obio/Akpor,Ward AP,2019,1010,505,480,20,1005,99.5,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU400,Abuja,AMAC,Ward AK,2019,1300,650,615,30,1295,99.62,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU401,Lagos,Surulere,Ward AM,2019,510,250,230,10,490,96.08,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU402,Kano,Nassarawa,Ward AM,2019,800,400,375,15,790,98.75,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU403,Rivers,Obio/Akpor,Ward AQ,2019,870,430,410,15,855,98.28,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU404,Abuja,AMAC,Ward AL,2019,1150,560,530,25,1115,96.96,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU405,Lagos,Eti-Osa,Ward AL,2019,590,290,270,15,575,97.46,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU406,Kano,Fagge,Ward AJ,2019,650,320,300,15,635,97.69,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU407,Rivers,Port Harcourt,Ward AM,2019,920,455,430,20,905,98.37,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU408,Abuja,Bwari,Ward AK,2019,980,485,460,20,965,98.47,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU409,Lagos,Surulere,Ward AN,2019,520,255,235,10,500,96.15,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU410,Kano,Nassarawa,Ward AN,2019,810,405,380,15,800,98.77,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU411,Rivers,Obio/Akpor,Ward AR,2019,880,435,415,15,865,98.3,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU412,Abuja,AMAC,Ward AM,2019,1160,565,535,25,1125,96.98,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU413,Lagos,Eti-Osa,Ward AM,2019,600,295,275,15,585,97.5,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU414,Kano,Fagge,Ward AK,2019,660,325,305,15,645,97.73,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU415,Rivers,Port Harcourt,Ward AN,2019,930,460,435,20,915,98.39,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU416,Abuja,Bwari,Ward AL,2019,990,490,465,20,975,98.48,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU417,Lagos,Surulere,Ward AO,2019,530,260,240,10,510,96.23,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU418,Kano,Nassarawa,Ward AO,2019,820,410,385,15,810,98.78,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU419,Rivers,Obio/Akpor,Ward AS,2019,890,440,420,15,875,98.31,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU420,Abuja,AMAC,Ward AN,2019,1170,570,540,25,1135,97.01,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU421,Lagos,Eti-Osa,Ward AN,2019,610,300,280,15,595,97.54,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU422,Kano,Fagge,Ward AL,2019,670,330,310,15,655,97.76,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU423,Rivers,Port Harcourt,Ward AO,2019,940,465,440,20,925,98.4,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU424,Abuja,Bwari,Ward AM,2019,1000,495,470,20,985,98.5,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU425,Lagos,Surulere,Ward AP,2019,540,265,245,10,520,96.3,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU426,Kano,Nassarawa,Ward AP,2019,830,415,390,15,820,98.8,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU427,Rivers,Obio/Akpor,Ward AT,2019,900,445,425,15,885,98.33,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU428,Abuja,AMAC,Ward AO,2019,1180,575,545,25,1145,97.03,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU429,Lagos,Eti-Osa,Ward AO,2019,620,305,285,15,605,97.58,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU430,Kano,Fagge,Ward AM,2019,680,335,315,15,665,97.79,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU431,Rivers,Port Harcourt,Ward AP,2019,950,470,445,20,935,98.42,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU432,Abuja,Bwari,Ward AN,2019,1010,500,475,20,995,98.51,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU433,Lagos,Surulere,Ward AQ,2019,550,270,250,10,530,96.36,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU434,Kano,Nassarawa,Ward AQ,2019,840,420,395,15,830,98.81,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU435,Rivers,Obio/Akpor,Ward AU,2019,910,450,430,15,895,98.35,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU436,Abuja,AMAC,Ward AP,2019,1190,580,550,25,1155,97.06,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU437,Lagos,Eti-Osa,Ward AP,2019,630,310,290,15,615,97.62,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU438,Kano,Fagge,Ward AN,2019,690,340,320,15,675,97.83,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU439,Rivers,Port Harcourt,Ward AQ,2019,960,475,450,20,945,98.44,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU440,Abuja,Bwari,Ward AO,2019,1020,505,480,20,1005,98.53,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU441,Lagos,Surulere,Ward AR,2019,560,275,255,10,540,96.43,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU442,Kano,Nassarawa,Ward AR,2019,850,425,400,15,840,98.82,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU443,Rivers,Obio/Akpor,Ward AV,2019,920,455,435,15,905,98.37,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU444,Abuja,AMAC,Ward AQ,2019,1200,585,555,25,1165,97.08,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU445,Lagos,Eti-Osa,Ward AQ,2019,640,315,295,15,625,97.66,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU446,Kano,Fagge,Ward AO,2019,700,345,325,15,685,97.86,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU447,Rivers,Port Harcourt,Ward AR,2019,970,480,455,20,955,98.45,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU448,Abuja,Bwari,Ward AP,2019,1030,510,485,20,1015,98.54,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU449,Lagos,Surulere,Ward AS,2019,570,280,260,10,550,96.49,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU450,Kano,Nassarawa,Ward AS,2019,860,430,405,15,850,98.84,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU451,Rivers,Obio/Akpor,Ward AW,2019,930,460,440,15,915,98.39,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU452,Abuja,AMAC,Ward AR,2019,1210,590,560,25,1175,97.11,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU453,Lagos,Eti-Osa,Ward AR,2019,650,320,300,15,635,97.69,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU454,Kano,Fagge,Ward AP,2019,710,350,330,15,695,97.89,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU455,Rivers,Port Harcourt,Ward AS,2019,980,485,460,20,965,98.47,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU456,Abuja,Bwari,Ward AQ,2019,1040,515,490,20,1025,98.56,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU457,Lagos,Surulere,Ward AT,2019,580,285,265,10,560,96.55,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU458,Kano,Nassarawa,Ward AT,2019,870,435,410,15,860,98.85,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU459,Rivers,Obio/Akpor,Ward AX,2019,940,465,445,15,925,98.4,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU460,Abuja,AMAC,Ward AS,2019,1220,595,565,25,1185,97.13,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU461,Lagos,Eti-Osa,Ward AS,2019,660,325,305,15,645,97.73,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU462,Kano,Fagge,Ward AQ,2019,720,355,335,15,705,97.92,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU463,Rivers,Port Harcourt,Ward AT,2019,990,490,465,20,975,98.48,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU464,Abuja,Bwari,Ward AR,2019,1050,520,495,20,1035,98.57,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU465,Lagos,Surulere,Ward AU,2019,590,290,270,10,570,96.61,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU466,Kano,Nassarawa,Ward AU,2019,880,440,415,15,870,98.86,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU467,Rivers,Obio/Akpor,Ward AY,2019,950,470,450,15,935,98.42,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU468,Abuja,AMAC,Ward AT,2019,1230,600,570,25,1195,97.15,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU469,Lagos,Eti-Osa,Ward AT,2019,670,330,310,15,655,97.76,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU470,Kano,Fagge,Ward AR,2019,730,360,340,15,715,97.95,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU471,Rivers,Port Harcourt,Ward AU,2019,1000,495,470,20,985,98.5,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU472,Abuja,Bwari,Ward AS,2019,1060,525,500,20,1045,98.58,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU473,Lagos,Surulere,Ward AV,2019,600,295,275,10,580,96.67,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU474,Kano,Nassarawa,Ward AV,2019,890,445,420,15,880,98.88,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU475,Rivers,Obio/Akpor,Ward AZ,2019,960,475,455,15,945,98.44,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU476,Abuja,AMAC,Ward AU,2019,1240,605,575,25,1205,97.18,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU477,Lagos,Eti-Osa,Ward AU,2019,680,335,315,15,665,97.79,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU478,Kano,Fagge,Ward AS,2019,740,365,345,15,725,97.97,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU479,Rivers,Port Harcourt,Ward AV,2019,1010,500,475,20,995,98.51,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU480,Abuja,Bwari,Ward AT,2019,1070,530,505,20,1055,98.6,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU481,Lagos,Surulere,Ward AW,2019,610,300,280,10,590,96.72,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU482,Kano,Nassarawa,Ward AW,2019,900,450,425,15,890,98.89,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU483,Rivers,Obio/Akpor,Ward BA,2019,970,480,460,15,955,98.45,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU484,Abuja,AMAC,Ward AV,2019,1250,610,580,25,1215,97.2,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU485,Lagos,Eti-Osa,Ward AV,2019,690,340,320,15,675,97.83,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU486,Kano,Fagge,Ward AT,2019,750,370,350,15,735,98,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU487,Rivers,Port Harcourt,Ward AW,2019,1020,505,480,20,1005,98.53,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU488,Abuja,Bwari,Ward AU,2019,1080,535,510,20,1065,98.61,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU489,Lagos,Surulere,Ward AX,2019,620,305,285,10,600,96.77,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU490,Kano,Nassarawa,Ward AX,2019,910,455,430,15,900,98.9,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU491,Rivers,Obio/Akpor,Ward BB,2019,980,485,465,15,965,98.47,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU492,Abuja,AMAC,Ward AW,2019,1260,615,585,25,1225,97.22,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU493,Lagos,Eti-Osa,Ward AW,2019,700,345,325,15,685,97.86,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU494,Kano,Fagge,Ward AU,2019,760,375,355,15,745,98.03,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU495,Rivers,Port Harcourt,Ward AX,2019,1030,510,485,20,1015,98.54,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU496,Abuja,Bwari,Ward AV,2019,1090,540,515,20,1075,98.62,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU497,Lagos,Surulere,Ward AY,2019,630,310,290,10,610,96.83,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU498,Kano,Nassarawa,Ward AY,2019,920,460,435,15,910,98.91,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU499,Rivers,Obio/Akpor,Ward BC,2019,990,490,470,15,975,98.48,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU500,Abuja,AMAC,Ward AX,2019,1270,620,590,25,1235,97.24,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU501,Lagos,Surulere,Ward AZ,2023,640,310,290,15,615,96.09,Normal,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,0
PU502,Kano,Nassarawa,Ward AZ,2023,930,460,440,20,910,97.85,Normal,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,0
PU503,Rivers,Obio/Akpor,Ward BD,2023,1000,495,475,15,985,98.5,Normal,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,0
PU504,Abuja,AMAC,Ward AY,2023,1280,625,595,25,1245,97.27,Normal,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,0
PU505,Lagos,Eti-Osa,Ward AX,2023,710,350,330,15,695,97.89,Normal,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,0
PU506,Kano,Fagge,Ward AV,2023,770,380,360,15,755,98.05,Normal,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,0
PU507,Rivers,Port Harcourt,Ward AY,2023,1040,515,490,20,1025,98.56,Normal,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,0
PU508,Abuja,Bwari,Ward AW,2023,1100,545,520,20,1085,98.64,Normal,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,0
PU509,Lagos,Surulere,Ward BA,2023,650,315,295,15,630,96.92,Normal,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,0
PU510,Kano,Nassarawa,Ward BA,2023,940,465,445,20,925,98.4,Normal,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,0
PU511,Rivers,Obio/Akpor,Ward BE,2023,1010,500,480,15,995,98.51,Normal,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,0
PU512,Abuja,AMAC,Ward AZ,2023,1290,630,600,25,1255,97.29,Normal,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,0
